ID,Area,City,Restaurant,Avg Spend,Food type
4703,Powai,Mumbai,"38,46",500,Mughlai
4704,Powai,Mumbai,"36,12,62",1000,Mughlai
4705,Powai,Mumbai,"34,76",200,Mughlai
4706,Powai,Mumbai,"33,40,80,2,55",100,Mughlai
4707,Powai,Mumbai,"94,62",400,Mughlai
4708,Powai,Mumbai,73,600,Mughlai
4709,Powai,Mumbai,"61,58",100,Mughlai
4710,Powai,Mumbai,"47,97,21,7,11",1000,Mughlai
4711,Powai,Mumbai,"35,4",600,Mughlai
4712,Powai,Mumbai,"46,48,93,57",900,Mughlai
4713,Powai,Mumbai,64105112101,1100,Mughlai
4714,Powai,Mumbai,"14,44,52",700,Mughlai
4715,Powai,Mumbai,"61,6",800,Mughlai
4716,Powai,Mumbai,"113,71,4,33,60",900,Mughlai
4717,Powai,Mumbai,"23,53,101",500,Mughlai
4718,Powai,Mumbai,"78,86,103,76,15",200,Mughlai
4719,Powai,Mumbai,"8,44,70",400,Mughlai
4720,Powai,Mumbai,65,200,Mughlai
4721,Powai,Mumbai,"53,93",500,Mughlai
4722,Powai,Mumbai,"29,76,16",300,Mughlai
4723,Powai,Mumbai,"51,43,16,42,111",400,Mughlai
4724,Powai,Mumbai,"69,96",900,Mughlai
4725,Powai,Mumbai,9,600,Mughlai
4726,Powai,Mumbai,"35,113,25",100,Mughlai
4727,Powai,Mumbai,"80,112,36,68,55",1100,Mughlai
4728,Powai,Mumbai,"6,72",1000,Mughlai
4729,Powai,Mumbai,"16,49,37,89,43",1100,Mughlai
4730,Powai,Mumbai,108,1100,Mughlai
4731,Powai,Mumbai,30,100,Mughlai
4732,Powai,Mumbai,"99,3,24,56,59",500,Mughlai
4733,Powai,Mumbai,"103,45,86,30",1000,Mughlai
4734,Powai,Mumbai,"85,31,46,60",900,Mughlai
4735,Powai,Mumbai,"55,84,99",1000,Mughlai
4736,Powai,Mumbai,"85,104,93,41",600,Mughlai
4737,Powai,Mumbai,"66,111,72,40",500,Mughlai
4738,Powai,Mumbai,"35,17,79,3",200,Mughlai
4739,Powai,Mumbai,"46,87,81,74,97",200,Mughlai
4740,Powai,Mumbai,83,300,Mughlai
4741,Powai,Mumbai,46,400,Mughlai
4742,Powai,Mumbai,46,500,Mughlai
4743,Powai,Mumbai,"55,12,7,73",1000,Mughlai
4744,Powai,Mumbai,"82,60,17,55,57",1100,Mughlai
4745,Powai,Mumbai,"93,17,31",900,Mughlai
4746,Powai,Mumbai,57,100,Mughlai
4747,Powai,Mumbai,"74,106,81,13,10",700,Mughlai
4748,Powai,Mumbai,"62,72",1100,Mughlai
4749,Powai,Mumbai,"55,97,37,104",600,Mughlai
4750,Powai,Mumbai,113,800,Mughlai
4751,Powai,Mumbai,"72,89,48,68,36",900,Mughlai
4752,Powai,Mumbai,10,100,Mughlai
4753,Powai,Mumbai,"12,67,94,37,21",800,Mughlai
4754,Powai,Mumbai,101,400,Mughlai
4755,Powai,Mumbai,"96,55,100,53,68",900,Mughlai
4756,Powai,Mumbai,"5,113,52,7,10",1100,Mughlai
4757,Powai,Mumbai,"83,26",300,Mughlai
4758,Powai,Mumbai,"17,93,13,63,92",600,Mughlai
4759,Powai,Mumbai,"19,9,2",1000,Mughlai
4760,Powai,Mumbai,"71,86,27",900,Mughlai
4761,Powai,Mumbai,"86,64",500,Mughlai
4762,Powai,Mumbai,"38,14,2",400,Mughlai
4763,Powai,Mumbai,"75,33",300,Mughlai
4764,Powai,Mumbai,33,1000,Mughlai
4765,Powai,Mumbai,50,600,Mughlai
4766,Powai,Mumbai,"61,31,8",800,Mughlai
4767,Powai,Mumbai,"2,93",1100,Mughlai
4768,Powai,Mumbai,"16,69,18,106",500,Mughlai
4769,Powai,Mumbai,"95,43,67,62",500,Mughlai
4770,Powai,Mumbai,37,1000,Mughlai
4771,Powai,Mumbai,"95,69,64,45,68",200,Mughlai
4772,Powai,Mumbai,"17,78,33",800,Mughlai
4773,Powai,Mumbai,"11,76,44,9,53",200,Mughlai
4774,Powai,Mumbai,"109,41",200,Mughlai
4775,Powai,Mumbai,103,300,Mughlai
4776,Powai,Mumbai,"107,38,66",1000,Mughlai
4777,Powai,Mumbai,"85,71,100",500,Mughlai
4778,Powai,Mumbai,"78,84,7,29,16",300,Mughlai
4779,Powai,Mumbai,"81,53,43,27,32",1000,Mughlai
4780,Powai,Mumbai,16,700,Mughlai
4781,Powai,Mumbai,"21,47,42,84,15",600,Mughlai
4782,Powai,Mumbai,"101,0,39",500,Mughlai
4783,Powai,Mumbai,"61,27,43",500,Mughlai
4784,Powai,Mumbai,"93,88",100,Mughlai
4785,Powai,Mumbai,"92,47,46,97",400,Mughlai
4786,Powai,Mumbai,"23,60,10",1100,Mughlai
4787,Powai,Mumbai,65105,900,Mughlai
4788,Powai,Mumbai,22,400,Mughlai
4789,Powai,Mumbai,107,200,Mughlai
4790,Powai,Mumbai,"103,6,28,60,80",1000,Mughlai
4791,Powai,Mumbai,"91,38,64,85",900,Mughlai
4792,Powai,Mumbai,68,900,Mughlai
4793,Powai,Mumbai,60,300,Mughlai
4794,Powai,Mumbai,"103,21,94,108",1000,Mughlai
4795,Powai,Mumbai,"27,12,19,102",600,Mughlai
4796,Powai,Mumbai,"17,69,103,28,60",400,Mughlai
4797,Powai,Mumbai,"23,13",300,Mughlai
4798,Powai,Mumbai,"93,59,5,91",900,Mughlai
4799,Powai,Mumbai,60,200,Mughlai
4800,Powai,Mumbai,"51,29,69",1100,Mughlai
4801,Powai,Mumbai,"91,46",600,Mughlai
4802,Powai,Mumbai,"48,96,55,8",200,Mughlai
4803,Powai,Mumbai,"47,57,97,86",400,Mughlai
4804,Powai,Mumbai,"70,72,14,110,47",700,Mughlai
4805,Powai,Mumbai,"70,88,73,8,24",300,Mughlai
4806,Powai,Mumbai,"98,16",500,Mughlai
4807,Powai,Mumbai,5,800,Mughlai
4808,Powai,Mumbai,"105,10,94",1100,Mughlai
4809,Powai,Mumbai,"112,31,39",300,Mughlai
4810,Powai,Mumbai,"20,55",900,Mughlai
4811,Powai,Mumbai,"0,86,31",500,Mughlai
4812,Powai,Mumbai,"24,96,39,99,8",800,Mughlai
4813,Powai,Mumbai,40,100,Mughlai
4814,Powai,Mumbai,"27,49,97,10,84",200,Mughlai
4815,Powai,Mumbai,"18,92,36",700,Mughlai
4816,Powai,Mumbai,"24,26",1000,Mughlai
4817,Powai,Mumbai,29111,400,Mughlai
4818,Powai,Mumbai,"98,25,39",1000,Mughlai
4819,Powai,Mumbai,"53,32",700,Mughlai
4820,Powai,Mumbai,"101,26,59,95,48",1100,Mughlai
4821,Powai,Mumbai,"53,98,72",1000,Mughlai
4822,Powai,Mumbai,"29,9,51",900,Mughlai
4823,Powai,Mumbai,38107,500,Mughlai
4824,Powai,Mumbai,44,700,Mughlai
4825,Powai,Mumbai,"13,56,60,46",900,Mughlai
4826,Powai,Mumbai,8,400,Mughlai
4827,Powai,Mumbai,"41,78,67",200,Mughlai
4828,Powai,Mumbai,"89,45",400,Mughlai
4829,Powai,Mumbai,"108,90,14,54",100,Mughlai
4830,Powai,Mumbai,72,200,Mughlai
4831,Powai,Mumbai,"1,32,33,0,61",200,Mughlai
4832,Powai,Mumbai,"39,55",900,Mughlai
4833,Powai,Mumbai,"24,95",900,Mughlai
4834,Powai,Mumbai,"23,61,1",300,Mughlai
4835,Powai,Mumbai,"2,24,67",200,Mughlai
4836,Powai,Mumbai,"63,78,9,4,95",1000,Mughlai
4837,Powai,Mumbai,"27,21,15",1000,Mughlai
4838,Powai,Mumbai,"58,0,30",500,Mughlai
4839,Powai,Mumbai,"41,96",700,Mughlai
4840,Powai,Mumbai,"1,90",500,Mughlai
4841,Powai,Mumbai,"25,57",800,Mughlai
4842,Powai,Mumbai,"54,38,42",600,Mughlai
4843,Powai,Mumbai,81,200,Mughlai
4844,Powai,Mumbai,"53,54,55",300,Mughlai
4845,Powai,Mumbai,"9,51",200,Mughlai
4846,Powai,Mumbai,34,700,Mughlai
4847,Powai,Mumbai,17,400,Mughlai
4848,Powai,Mumbai,"5,15",1000,Mughlai
4849,Powai,Mumbai,"28,4,78",200,Mughlai
4850,Powai,Mumbai,73,500,Mughlai
4851,Powai,Mumbai,"104,100,109,71,22",1100,Mughlai
4852,Powai,Mumbai,"93,29,75,47,83",600,Mughlai
4853,Powai,Mumbai,"26,24",300,Mughlai
4854,Powai,Mumbai,"7,47,76",100,Mughlai
4855,Powai,Mumbai,"22,95,19,55,12",900,Mughlai
4856,Powai,Mumbai,21,100,Mughlai
4857,Powai,Mumbai,"94,32,104,66,111",1100,Mughlai
4858,Powai,Mumbai,"55,103,57,20",700,Mughlai
4859,Powai,Mumbai,7,500,Mughlai
4860,Powai,Mumbai,103,400,Mughlai
4861,Powai,Mumbai,84,1100,Mughlai
4862,Powai,Mumbai,"70,3,32,107",700,Mughlai
4863,Powai,Mumbai,"37,2,48,1,33",1100,Mughlai
4864,Powai,Mumbai,"77,63,45",100,Mughlai
4865,Powai,Mumbai,"17,70,32",300,Mughlai
4866,Powai,Mumbai,"109,80,104,48",800,Mughlai
4867,Powai,Mumbai,"13,59",500,Mughlai
4868,Powai,Mumbai,66,700,Mughlai
4869,Powai,Mumbai,24,600,Mughlai
4870,Powai,Mumbai,"60,6,18",300,Mughlai
4871,Powai,Mumbai,"96,18,112,84",800,Mughlai
4872,Powai,Mumbai,"93,77,31",300,Mughlai
4873,Powai,Mumbai,"52,84,8,55",1000,Mughlai
4874,Powai,Mumbai,"87,48,64,77",300,Mughlai
4875,Powai,Mumbai,"63,6",100,Mughlai
4876,Powai,Mumbai,86,100,Mughlai
4877,Powai,Mumbai,51,900,Mughlai
4878,Powai,Mumbai,"97,57,70,48",900,Mughlai
4879,Powai,Mumbai,"69,38,23",300,Mughlai
4880,Powai,Mumbai,"9,56,97",700,Mughlai
4881,Powai,Mumbai,"87,76",800,Mughlai
4882,Powai,Mumbai,"106,66,67,85",300,Mughlai
4883,Powai,Mumbai,"21,13,102,92,66",400,Mughlai
4884,Powai,Mumbai,"52,61",100,Mughlai
4885,Powai,Mumbai,91,500,Mughlai
4886,Powai,Mumbai,"97,38,74,39,92",1100,Mughlai
4887,Powai,Mumbai,"54,80",1100,Mughlai
4888,Powai,Mumbai,"110,102,12",300,Mughlai
4889,Powai,Mumbai,"12,83,107",1000,Mughlai
4890,Powai,Mumbai,18,200,Mughlai
4891,Powai,Mumbai,"18,7,42,5,104",1100,Mughlai
4892,Powai,Mumbai,"69,113,68,37,27",600,Mughlai
4893,Powai,Mumbai,"26,97,13,109,0",400,Mughlai
4894,Powai,Mumbai,"93,30,6",1000,Mughlai
4895,Powai,Mumbai,"110,104,59,68,94",800,Mughlai
4896,Powai,Mumbai,"90,59,77,82",500,Mughlai
4897,Powai,Mumbai,"84,56",1100,Mughlai
4898,Powai,Mumbai,"23,6,95",1100,Mughlai
4899,Powai,Mumbai,"32,24",400,Mughlai
4900,Powai,Mumbai,"91,113,10",1100,Mughlai
4901,Powai,Mumbai,"85,55",400,Mughlai
4902,Powai,Mumbai,"43,104,81",300,Mughlai
4903,Powai,Mumbai,"0,69",100,Mughlai
4904,Powai,Mumbai,"4,97,43,37,40",200,Mughlai
4905,Powai,Mumbai,"77,107,35,21",300,Mughlai
4906,Powai,Mumbai,"18,21",900,Mughlai
4907,Powai,Mumbai,"62,28,18,67",400,Mughlai
4908,Powai,Mumbai,4,800,Mughlai
4909,Powai,Mumbai,21100,300,Mughlai
4910,Powai,Mumbai,"113,94,96",600,Mughlai
4911,Powai,Mumbai,"56,77",600,Mughlai
4912,Powai,Mumbai,"7,97,44,23",700,Mughlai
4913,Powai,Mumbai,"70,37,75",900,Mughlai
4914,Powai,Mumbai,"28,2",100,Mughlai
4915,Powai,Mumbai,"68,23,71",700,Mughlai
4916,Powai,Mumbai,"84,105,57,64",1000,Mughlai
4917,Powai,Mumbai,"34,63,70,0,22",400,Mughlai
4918,Powai,Mumbai,"81,102,12,71,47",400,Mughlai
4919,Powai,Mumbai,"91,92,11,68,10",600,Mughlai
4920,Powai,Mumbai,13,500,Mughlai
4921,Powai,Mumbai,"57,69,17",300,Mughlai
4922,Powai,Mumbai,"104,16,38,20",800,Mughlai
4923,Powai,Mumbai,"100,75,102",300,Mughlai
4924,Powai,Mumbai,22,800,Mughlai
4925,Powai,Mumbai,"5,31,17",300,Mughlai
4926,Powai,Mumbai,"22,47,4,23,6",400,Mughlai
4927,Powai,Mumbai,"3,74",400,Mughlai
4928,Powai,Mumbai,"78,16,14",400,Mughlai
4929,Powai,Mumbai,"39,103,52",400,Mughlai
4930,Powai,Mumbai,61,600,Mughlai
4931,Powai,Mumbai,"69,86,23,83,92",500,Mughlai
4932,Powai,Mumbai,72107,100,Mughlai
4933,Powai,Mumbai,97,400,Mughlai
4934,Powai,Mumbai,48,500,Mughlai
4935,Powai,Mumbai,"70,97,7",500,Mughlai
4936,Powai,Mumbai,111,300,Mughlai
4937,Powai,Mumbai,"61,10,2,73,31",1000,Mughlai
4938,Powai,Mumbai,"95,23,53,113,65",300,Mughlai
4939,Powai,Mumbai,"100,50,21,101,20",100,Mughlai
4940,Powai,Mumbai,"14,61,84,41",900,Mughlai
4941,Powai,Mumbai,"15,33,60,77,73",100,Mughlai
4942,Powai,Mumbai,"87,5,61",200,Mughlai
4943,Powai,Mumbai,"39,34,65,84,36",200,Mughlai
4944,Powai,Mumbai,31,200,Mughlai
4945,Powai,Mumbai,"45,11,29,95,23",1000,Mughlai
4946,Powai,Mumbai,"37,3,86",300,Mughlai
4947,Powai,Mumbai,"97,72,41",200,Mughlai
4948,Powai,Mumbai,"45,102,75,96,78",1000,Mughlai
4949,Powai,Mumbai,57,100,Mughlai
4950,Powai,Mumbai,"63,26,79,16",200,Mughlai
4951,Powai,Mumbai,37,1100,Mughlai
4952,Powai,Mumbai,"57,42,111",600,Mughlai
4953,Powai,Mumbai,"19,31,87,27",1100,Mughlai
4954,Powai,Mumbai,"19,86,91",800,Mughlai
4955,Powai,Mumbai,"112,64",200,Mughlai
4956,Powai,Mumbai,"31,32,109,68,36",300,Mughlai
4957,Powai,Mumbai,"54,57,74",800,Mughlai
4958,Powai,Mumbai,"104,81,44",300,Mughlai
4959,Powai,Mumbai,103113,500,Mughlai
4960,Powai,Mumbai,25,800,Mughlai
4961,Powai,Mumbai,"17,92,109,56",100,Mughlai
4962,Powai,Mumbai,8,100,Mughlai
4963,Powai,Mumbai,"48,27,80,86",900,Mughlai
4964,Powai,Mumbai,"7,68,99,53,43",100,Mughlai
4965,Powai,Mumbai,54,700,Mughlai
4966,Powai,Mumbai,"56,58,67",500,Mughlai
4967,Powai,Mumbai,"72,8,111,35",200,Mughlai
4968,Powai,Mumbai,"17,77,67,2",500,Mughlai
4969,Powai,Mumbai,"5,73",1000,Mughlai
4970,Powai,Mumbai,"54,67,62",400,Mughlai
4971,Powai,Mumbai,"69,73",1000,Mughlai
4972,Powai,Mumbai,"78,45,76",700,Mughlai
4973,Powai,Mumbai,"106,62,14,63",900,Mughlai
4974,Powai,Mumbai,"71,3,44,99",500,Mughlai
4975,Powai,Mumbai,"9,18,23,22",900,Mughlai
4976,Powai,Mumbai,84,400,Mughlai
4977,Powai,Mumbai,"104,55,25,63,41",500,Mughlai
4978,Powai,Mumbai,"69,26",600,Mughlai
4979,Powai,Mumbai,"103,1",900,Mughlai
4980,Powai,Mumbai,"107,3,81,96,7",600,Mughlai
4981,Powai,Mumbai,"91,25,48",900,Mughlai
4982,Powai,Mumbai,"52,113,34",1000,Mughlai
4983,Powai,Mumbai,"28,113,33,92",300,Mughlai
4984,Powai,Mumbai,"98,86",600,Mughlai
4985,Powai,Mumbai,"2,19,10,82,76",700,Mughlai
4986,Powai,Mumbai,"11,46,12,38",900,Mughlai
4987,Powai,Mumbai,"24,78",400,Mughlai
4988,Powai,Mumbai,"41,74",600,Mughlai
4989,Powai,Mumbai,"58,54,2,64",200,Mughlai
4990,Powai,Mumbai,"82,3,72,91",600,Mughlai
4991,Powai,Mumbai,"34,112,51,3",800,Mughlai
4992,Powai,Mumbai,9106,800,Mughlai
4993,Powai,Mumbai,11,600,Mughlai
4994,Powai,Mumbai,"104,7,77,59,4",100,Mughlai
4995,Powai,Mumbai,"97,78,71,93",700,Mughlai
4996,Powai,Mumbai,66,900,Mughlai
4997,Powai,Mumbai,"106,15,99,19",100,Mughlai
4998,Powai,Mumbai,"68,62,33,69",200,Mughlai
4999,Powai,Mumbai,73105,1000,Mughlai
5000,Powai,Mumbai,"66,2,97,113,74",300,Mughlai
5001,Powai,Mumbai,"90,19,70,99",300,Mughlai
5002,Powai,Mumbai,"29,35,5,0",200,Mughlai
5003,Powai,Mumbai,"72,95,66,102,100",500,Mughlai
5004,Powai,Mumbai,"84,28,30",500,Mughlai
5005,Powai,Mumbai,49113,900,Mughlai
5006,Powai,Mumbai,42,1100,Mughlai
5007,Powai,Mumbai,"92,64,67,68,10",500,Mughlai
5008,Powai,Mumbai,"31,34",300,Mughlai
5009,Powai,Mumbai,"89,34,108,112,63",700,Mughlai
5010,Powai,Mumbai,"50,32",600,Mughlai
5011,Powai,Mumbai,"41,54",200,Mughlai
5012,Powai,Mumbai,"46,97,107,48",100,Mughlai
5013,Powai,Mumbai,"22,44",200,Mughlai
5014,Powai,Mumbai,"109,103,20,28",200,Mughlai
5015,Powai,Mumbai,"5,0,26",300,Mughlai
5016,Powai,Mumbai,"52,89,40",600,Mughlai
5017,Powai,Mumbai,"88,103,67",900,Mughlai
5018,Powai,Mumbai,"56,4,110",300,Mughlai
5019,Powai,Mumbai,"5,11,90",600,Mughlai
5020,Powai,Mumbai,100,400,Mughlai
5021,Powai,Mumbai,"106,57,6,19,111",400,Mughlai
5022,Powai,Mumbai,19,600,Mughlai
5023,Powai,Mumbai,"67,17,69",400,Mughlai
5024,Powai,Mumbai,51,1100,Mughlai
5025,Powai,Mumbai,"70,27,91,105,0",700,Mughlai
5026,Powai,Mumbai,76,700,Mughlai
5027,Powai,Mumbai,80,700,Mughlai
5028,Powai,Mumbai,63,400,Mughlai
5029,Powai,Mumbai,53,600,Mughlai
5030,Powai,Mumbai,"96,66",600,Mughlai
5031,Powai,Mumbai,"55,1",400,Mughlai
5032,Powai,Mumbai,"106,99,36,39",300,Mughlai
5033,Powai,Mumbai,"40,10,0,80",200,Mughlai
5034,Powai,Mumbai,"107,70,44",800,Mughlai
5035,Powai,Mumbai,84,500,Mughlai
5036,Powai,Mumbai,86,300,Mughlai
5037,Powai,Mumbai,"97,72,67,4,5",700,Mughlai
5038,Powai,Mumbai,"6,68",400,Mughlai
5039,Powai,Mumbai,71,700,Mughlai
5040,Powai,Mumbai,"96,22,56,85",1100,Mughlai
5041,Powai,Mumbai,"100,19,0,106,85",300,Mughlai
5042,Powai,Mumbai,69,400,Mughlai
5043,Powai,Mumbai,"15,57,35,97",700,Mughlai
5044,Powai,Mumbai,"76,27",900,Mughlai
5045,Powai,Mumbai,33110,500,Mughlai
5046,Powai,Mumbai,"92,91",500,Mughlai
5047,Powai,Mumbai,"26,70,51",400,Mughlai
5048,Powai,Mumbai,"81,6,75",1000,Mughlai
5049,Powai,Mumbai,12105,800,Mughlai
5050,Powai,Mumbai,"91,98",100,Mughlai
5051,Powai,Mumbai,"108,84",1100,Mughlai
5052,Powai,Mumbai,"14,72",300,Mughlai
5053,Powai,Mumbai,"108,82,25,63",100,Mughlai
5054,Powai,Mumbai,"36,65,8,34,82",100,Mughlai
5055,Powai,Mumbai,"21,31,24",400,Mughlai
5056,Powai,Mumbai,"94,62",600,Mughlai
5057,Powai,Mumbai,85,100,Mughlai
5058,Powai,Mumbai,"49,34,74",900,Mughlai
5059,Powai,Mumbai,"81,18,42,68",200,Mughlai
5060,Powai,Mumbai,"113,78,55",500,Mughlai
5061,Powai,Mumbai,"103,64",1100,Mughlai
5062,Powai,Mumbai,"81,56,26",500,Mughlai
5063,Powai,Mumbai,25,100,Mughlai
5064,Powai,Mumbai,"104,38,59,63,79",200,Mughlai
5065,Powai,Mumbai,"95,105,101,49,21",100,Mughlai
5066,Powai,Mumbai,18110,200,Mughlai
5067,Powai,Mumbai,"94,10,26",900,Mughlai
5068,Powai,Mumbai,7,100,Mughlai
5069,Powai,Mumbai,"101,20,3,38",100,Mughlai
5070,Powai,Mumbai,102,800,Mughlai
5071,Powai,Mumbai,41,1100,Mughlai
5072,Powai,Mumbai,"109,53,64,78,34",1000,Mughlai
5073,Powai,Mumbai,"1,17,9,16,104",1100,Mughlai
5074,Powai,Mumbai,"35,46",900,Mughlai
5075,Powai,Mumbai,"23,41,21",700,Mughlai
5076,Powai,Mumbai,"92,11,105,47",900,Mughlai
5077,Powai,Mumbai,"28,85",100,Mughlai
5078,Powai,Mumbai,"41,11,45",500,Mughlai
5079,Powai,Mumbai,24,800,Mughlai
5080,Powai,Mumbai,"62,45,41",900,Mughlai
5081,Powai,Mumbai,"108,93,101",700,Mughlai
5082,Powai,Mumbai,"88,42,60,52,31",100,Mughlai
5083,Powai,Mumbai,"65,67,79,88,3",400,Mughlai
5084,Powai,Mumbai,"30,27,36,46,32",300,Mughlai
5085,Powai,Mumbai,87,300,Mughlai
5086,Powai,Mumbai,"98,68",1100,Mughlai
5087,Powai,Mumbai,26,300,Mughlai
5088,Powai,Mumbai,"109,30,22,48,65",500,Mughlai
5089,Powai,Mumbai,77,500,Mughlai
5090,Powai,Mumbai,7,600,Mughlai
5091,Powai,Mumbai,91,400,Mughlai
5092,Powai,Mumbai,"17,57,78",800,Mughlai
5093,Powai,Mumbai,"110,57,68,105,8",1000,Mughlai
5094,Powai,Mumbai,"55,54,82",700,Mughlai
5095,Powai,Mumbai,"24,80,50",1100,Mughlai
5096,Powai,Mumbai,"13,61,68",600,Mughlai
5097,Powai,Mumbai,"23,108,59,19",600,Mughlai
5098,Powai,Mumbai,"27,19,107,102",600,Mughlai
5099,Powai,Mumbai,"49,78,89,92",300,Mughlai
5100,Powai,Mumbai,"30,75,57,50,73",800,Mughlai
5101,Powai,Mumbai,"101,110,65,96,57",200,Mughlai
5102,Powai,Mumbai,"82,72,106",400,Mughlai
5103,Powai,Mumbai,"43,36",600,Mughlai
5104,Powai,Mumbai,"94,88",900,Mughlai
5105,Powai,Mumbai,94,600,Mughlai
5106,Powai,Mumbai,"74,43",200,Mughlai
5107,Powai,Mumbai,57,200,Mughlai
5108,Powai,Mumbai,"58,45,94,104,0",700,Mughlai
5109,Powai,Mumbai,"26,88,96",800,Mughlai
5110,Powai,Mumbai,"97,48,32,6,38",500,Mughlai
5111,Powai,Mumbai,"12,73",900,Mughlai
5112,Powai,Mumbai,"89,90,69,11",700,Mughlai
5113,Powai,Mumbai,"66,2,77,74,106",700,Mughlai
5114,Powai,Mumbai,"9,24",300,Mughlai
5115,Powai,Mumbai,"112,72,52,67",500,Mughlai
5116,Powai,Mumbai,"28,80,56,68,106",100,Mughlai
5117,Powai,Mumbai,55,300,Mughlai
5118,Powai,Mumbai,"58,73",500,Mughlai
5119,Powai,Mumbai,"94,20,0,103",200,Mughlai
5120,Powai,Mumbai,"62,16,31,17",1100,Mughlai
5121,Powai,Mumbai,"20,76,31",900,Mughlai
5122,Powai,Mumbai,"40,4",800,Mughlai
5123,Powai,Mumbai,"15,69,10",600,Mughlai
5124,Powai,Mumbai,"46,76,64",600,Mughlai
5125,Powai,Mumbai,"68,92,4",700,Mughlai
5126,Powai,Mumbai,112,900,Mughlai
5127,Powai,Mumbai,"57,112,41",1100,Mughlai
5128,Powai,Mumbai,"76,9,13,52",100,Mughlai
5129,Powai,Mumbai,"106,3,48,4,92",600,Mughlai
5130,Powai,Mumbai,4,500,Mughlai
5131,Powai,Mumbai,108,500,Mughlai
5132,Powai,Mumbai,12,1100,Mughlai
5133,Powai,Mumbai,"64,93,47,17,62",100,Mughlai
5134,Powai,Mumbai,6,1100,Mughlai
5135,Powai,Mumbai,"91,12",400,Mughlai
5136,Powai,Mumbai,"13,94,47,29",400,Mughlai
5137,Powai,Mumbai,"21,19,70",900,Mughlai
5138,Powai,Mumbai,"26,56,111",900,Mughlai
5139,Powai,Mumbai,"12,10",300,Mughlai
5140,Powai,Mumbai,"91,42,96,29",300,Mughlai
5141,Powai,Mumbai,"90,82,38,111,23",100,Mughlai
5142,Powai,Mumbai,"73,60",200,Mughlai
5143,Powai,Mumbai,"30,64,0,25,88",600,Mughlai
5144,Powai,Mumbai,97,300,Mughlai
5145,Powai,Mumbai,27,700,Mughlai
5146,Powai,Mumbai,84,700,Mughlai
5147,Powai,Mumbai,"26,39,92,58",900,Mughlai
5148,Powai,Mumbai,"108,34,37,87",200,Mughlai
5149,Powai,Mumbai,37,400,Mughlai
5150,Powai,Mumbai,"95,71,42",300,Mughlai
5151,Powai,Mumbai,"45,75,25,71",600,Mughlai
5152,Powai,Mumbai,78103,700,Mughlai
5153,Powai,Mumbai,"98,39,15,31",500,Mughlai
5154,Powai,Mumbai,"71,82,108,6,90",400,Mughlai
5155,Powai,Mumbai,"9,32,69,30,86",600,Mughlai
5156,Powai,Mumbai,"23,73,110",300,Mughlai
5157,Powai,Mumbai,67,200,Mughlai
5158,Powai,Mumbai,8,300,Mughlai
5159,Powai,Mumbai,107,400,Mughlai
5160,Powai,Mumbai,"8,23",900,Mughlai
5161,Powai,Mumbai,"26,47",1100,Mughlai
5162,Powai,Mumbai,91,900,Mughlai
5163,Powai,Mumbai,17,300,Mughlai
5164,Powai,Mumbai,"68,2,95",500,Mughlai
5165,Powai,Mumbai,"84,101,20,16,53",1000,Mughlai
5166,Powai,Mumbai,"101,27,72,23",300,Mughlai
5167,Powai,Mumbai,57,300,Mughlai
5168,Powai,Mumbai,"29,38,66,58",300,Mughlai
5169,Powai,Mumbai,"98,54,48",600,Mughlai
5170,Powai,Mumbai,"0,26,50",700,Mughlai
5171,Powai,Mumbai,15,900,Mughlai
5172,Powai,Mumbai,"47,13,94,57,80",200,Mughlai
5173,Powai,Mumbai,"41,55,46",1000,Mughlai
5174,Powai,Mumbai,"94,35,87,103,72",400,Mughlai
5175,Powai,Mumbai,"50,28,38",200,Mughlai
5176,Powai,Mumbai,3,500,Mughlai
5177,Powai,Mumbai,"96,51,29,31",300,Mughlai
5178,Powai,Mumbai,"54,49,80,107,50",200,Mughlai
5179,Powai,Mumbai,"109,17",700,Mughlai
5180,Powai,Mumbai,66109,1000,Mughlai
5181,Powai,Mumbai,"107,57",900,Mughlai
5182,Powai,Mumbai,"37,83,48,68",300,Mughlai
5183,Powai,Mumbai,"73,43,14,12",300,Mughlai
5184,Powai,Mumbai,"90,34,2,77",600,Mughlai
5185,Powai,Mumbai,"109,88,5,49",400,Mughlai
5186,Powai,Mumbai,"2,38",800,Mughlai
5187,Powai,Mumbai,"9,76,79",700,Mughlai
5188,Powai,Mumbai,"59,79",400,Mughlai
5189,Powai,Mumbai,87,1000,Mughlai
5190,Powai,Mumbai,"61,4,93",500,Mughlai
5191,Powai,Mumbai,78,800,Mughlai
5192,Powai,Mumbai,"8,50",500,Mughlai
5193,Powai,Mumbai,"28,16",700,Mughlai
5194,Powai,Mumbai,"5,63",500,Mughlai
5195,Powai,Mumbai,"91,29,90",100,Mughlai
5196,Powai,Mumbai,"105,86,75",600,Mughlai
5197,Powai,Mumbai,"60,13,88,35",400,Mughlai
5198,Powai,Mumbai,"103,99,47",100,Mughlai
5199,Powai,Mumbai,"89,95,71,65",400,Mughlai
5200,Powai,Mumbai,"13,64,9,69,18",500,Mughlai
5201,Powai,Mumbai,"22,14,23",600,Mughlai
5202,Powai,Mumbai,"93,102,54",800,Mughlai
5203,Powai,Mumbai,"39,92,11,88,80",1100,Mughlai
5204,Powai,Mumbai,"10,12",400,Mughlai
5205,Powai,Mumbai,"2,37,66,29,13",900,Mughlai
